100.0 100.0
200
97.37962 43.290077 0.8441899
92.9025 58.12518 4.5886917
2.7549386 45.485188 2.3556924
94.76606 97.748375 3.8522334
12.0498 91.69545 5.6748314
80.48602 71.71268 2.0599983
41.79432 49.925632 6.0164423
31.623793 90.44411 0.47977442
23.898012 92.241776 1.3567024
79.99294 64.745255 5.5288577
8.932179 54.283047 2.5446823
46.451378 50.450653 1.5468533
50.54563 71.02297 5.4265423
27.934175 5.851674 6.461864
9.964305 31.262302 2.5479946
0.87124705 29.408688 1.9517615
1.5352011 38.83026 1.1328752
24.879175 84.54979 6.3072624
95.263115 25.79137 1.9225348
85.56245 13.467503 5.3467765
0.21598935 62.473877 1.0037496
55.7404 41.70527 1.2675169
93.5351 88.43269 1.6319103
26.593166 22.759539 3.5035965
55.542583 33.11813 5.580234
47.414745 69.954735 4.0499997
34.948093 65.51984 5.073904
86.50732 32.394688 5.838743
43.21232 68.06012 5.735547
0.6248772 90.85008 0.1377781
20.644289 72.79419 6.8815427
64.9115 21.143024 0.006737888
86.042946 86.01895 3.1547835
24.211496 91.274734 2.3142328
86.23484 79.64188 0.6303453
70.48262 89.82427 5.8062677
62.090706 13.255912 0.19631875
80.68978 85.89299 3.0555334
28.084755 73.53776 0.2367273
16.912407 55.85434 5.7872195
80.673256 37.32961 0.31244206
75.99414 44.025158 6.273622
58.45376 58.69889 6.0981216
8.560586 70.386734 6.795701
33.320217 29.055 2.6210852
59.32663 49.584175 6.439773
53.957092 54.87749 3.211196
70.17998 21.690105 3.4170325
73.04284 1.769048 0.3182103
42.166157 39.943783 5.1760206
91.134705 98.26716 5.0314918
30.1171 64.16906 5.055736
92.69756 94.235016 1.4552728
60.99416 24.400156 1.6904818
82.64147 39.173466 0.32990283
52.432037 32.800682 1.1751053
45.3071 21.804642 0.8099543
44.292976 12.991399 1.3151665
51.85405 73.86935 4.3357964
93.409256 83.44463 3.4707336
76.87659 85.6042 3.1110775
59.957306 81.79535 4.634135
6.3803196 20.31101 0.3135419
18.373425 10.901803 1.2020802
68.56707 5.7542744 5.778333
9.446579 68.5631 6.1594653
90.589676 39.46372 0.13214839
90.44295 88.84242 1.2987118
20.31846 19.650263 2.4703712
55.753815 81.980835 3.0065517
42.079556 42.147594 3.2931206
42.151134 3.584367 4.7041416
54.590416 76.2344 0.54529953
65.46914 35.48978 5.963579
29.865593 92.76955 5.169223
70.47803 1.6489446 2.7464797
96.4414 51.530724 1.7981228
63.705708 91.12442 1.5580976
75.62769 99.202354 5.469301
85.94071 78.21477 2.4234571
56.50928 97.4812 5.4007473
33.20132 46.13182 5.1524034
20.8466 46.48822 3.227619
75.60064 18.878359 1.6673641
35.59617 26.73859 4.510578
85.21872 83.27595 6.5957155
99.098305 11.00086 6.1692853
60.21241 94.04733 1.9863464
4.6860933 90.40425 4.790285
25.584429 69.96498 1.0121293
55.797565 62.155354 2.3284583
87.74917 47.06212 2.951121
30.716389 57.046787 5.6789637
80.91343 59.107082 6.7870154
58.642834 87.60168 0.19838572
83.12053 21.674173 3.6650918
96.84795 81.43872 4.3367567
20.283693 60.530655 2.7494578
96.95053 42.909794 5.8303747
89.41265 29.401123 4.4910917
54.090332 15.479237 6.2422614
49.80778 2.7151108 4.8436403
42.697353 41.819042 0.73397624
85.22857 54.816784 5.545373
78.87602 65.34478 3.524025
1.0932922 44.470863 1.7876511
60.826904 42.891396 3.6777234
39.9271 58.989746 4.960308
55.673443 15.076065 6.6516104
19.821293 71.27509 5.274367
11.31782 13.519526 6.766383
91.42756 44.71746 3.078598
54.295876 93.059204 2.5737038
63.87204 84.59046 3.2569625
85.44099 34.280087 4.1478343
65.87765 48.26253 4.006206
94.70868 53.114872 5.0741835
78.797226 70.2352 0.75289273
98.02528 53.108833 1.2543411
44.424397 82.01778 1.5169652
46.5505 23.536789 6.9038877
55.12191 86.48721 1.0071242
5.5647316 78.16462 1.4363196
57.570976 61.63064 0.8827714
72.14414 66.21971 4.345894
21.039576 9.035105 3.7810102
5.483544 64.93802 2.7319896
13.571512 55.01493 2.7788937
8.547401 3.2259047 2.5736146
55.5599 90.26259 2.120918
68.36284 72.48016 5.3169193
53.875034 14.466649 6.9793787
81.43539 52.43363 4.580066
52.03761 58.98735 6.2448435
65.64838 36.846794 6.079958
59.078842 26.566065 5.8735204
28.756458 58.404594 2.2876596
37.146885 95.17418 6.840484
38.21094 99.179535 5.9160805
84.92967 97.162766 4.1772647
79.79234 73.85057 1.7132385
83.60157 45.99693 5.1600895
43.718685 79.424904 2.5549362
94.793396 94.66414 6.1252494
